FORS1.2003-08-30T08:08:20.742,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:12:42.104,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T08:49:03.717,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:16:06.991,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:29:09.875,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:36:19.356,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:44:23.636,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:45:31.248,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T08:29:22.720,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T08:41:42.399,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T08:52:54.502,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T08:59:54.030,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T09:11:23.061,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:21:35.426,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:25:03.876,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:33:02.061,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:42:10.664,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:50:24.458,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T08:20:37.603,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T08:49:37.612,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T08:54:53.105,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T09:01:00.555,POLARIMETRY,FORS1,MARS
FORS1.2003-09-03T09:08:01.101,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T03:24:18.681,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T03:39:24.870,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T04:37:03.833,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T04:39:24.983,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T04:57:06.202,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T04:59:14.396,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T05:03:42.604,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T05:07:12.536,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T05:16:22.413,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T05:22:05.226,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T05:24:30.862,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T08:11:54.858,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T08:22:04.448,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T08:27:34.278,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T08:58:17.918,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T09:02:59.822,POLARIMETRY,FORS1,MARS
FORS1.2003-08-28T09:04:08.103,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:02:30.638,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:15:03.590,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:17:09.707,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:20:07.633,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:30:38.489,POLARIMETRY,FORS1,MARS
FORS1.2003-08-30T08:47:29.662,POLARIMETRY,FORS1,MARS
NACO.2003-06-17T07:30:37.200,IMAGE,NAOS+CONICA,
NACO.2003-06-17T07:28:59.825,IMAGE,NAOS+CONICA,
NACO.2003-06-17T08:20:59.981,IMAGE,NAOS+CONICA,
ONTT.2003-04-10T10:18:09.541,IMAGE,EMMI/5.11,MICHELE-STAR
ONTT.2003-04-10T10:14:53.153,IMAGE,EMMI/5.11,MICHELE-STAR
ONTT.2003-04-10T10:19:27.553,IMAGE,EMMI/5.11,MICHELE-STAR
ONTT.2003-04-10T10:20:33.384,IMAGE,EMMI/5.11,MICHELE-STAR
ONTT.2003-06-19T09:41:22.066,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:51:32.359,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:52:44.842,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:51:14.607,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:53:21.550,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:41:40.099,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:52:07.865,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:52:26.818,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:53:02.596,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:39:34.066,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:51:50.111,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:40:27.603,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:50:55.654,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:40:09.855,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:40:45.358,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:41:04.314,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:39:52.101,IMAGE,SOFI,MARS
ONTT.2003-06-19T09:50:37.622,IMAGE,SOFI,MARS
ONTT.2003-07-16T08:20:44.754,IMAGE,EMMI/1.11,MARS
ONTT.2003-07-16T08:35:47.605,IMAGE,EMMI/1.11,MARS
ONTT.2003-08-10T01:51:48.229,IMAGE,SUSI,MARS
ONTT.2003-08-10T01:53:56.028,IMAGE,SUSI,MARS
ONTT.2003-07-16T08:30:30.273,IMAGE,EMMI/1.11,MARS
ONTT.2003-07-16T08:23:26.196,IMAGE,EMMI/1.11,MARS
ONTT.2003-08-10T01:58:13.785,IMAGE,SUSI,MARS
ONTT.2003-08-10T01:51:14.762,IMAGE,SUSI,MARS
ONTT.2003-08-10T01:55:35.843,IMAGE,SUSI,MARS
ONTT.2003-08-10T02:00:07.823,IMAGE,SUSI,MARS
ONTT.2003-08-10T01:50:02.365,IMAGE,SUSI,MARS
ONTT.2003-08-10T01:56:55.833,IMAGE,SUSI,MARS
ONTT.2003-08-27T03:26:12.918,IMAGE,EMMI/1.11,MARS_TEST
ONTT.2003-08-27T03:16:28.788,IMAGE,EMMI/1.11,MARS_TEST
ONTT.2003-08-27T03:19:02.567,IMAGE,EMMI/1.11,MARS_TEST
ONTT.2003-08-27T03:14:00.784,IMAGE,EMMI/1.11,MARS_TEST
ONTT.2003-08-27T03:08:30.826,IMAGE,EMMI/1.11,MARS_TEST
ONTT.2003-08-27T03:20:24.500,IMAGE,EMMI/1.11,MARS_TEST
ONTT.2003-08-27T03:15:11.550,IMAGE,EMMI/1.11,MARS_TEST
ONTT.2003-09-05T04:10:13.982,ECHELLE,EMMI/2.3,MICHELE-STAR
ONTT.2003-08-27T03:07:20.834,IMAGE,EMMI/1.11,MARS_TEST
ONTT.2003-08-27T03:27:38.400,IMAGE,EMMI/1.11,MARS_TEST
ONTT.2003-09-05T04:06:51.414,IMAGE,EMMI/2.3,MICHELE-STAR
ONTT.2003-09-19T07:29:16.263,ECHELLE,EMMI/2.3,PHOBOS_EQUATOR
ONTT.2003-09-19T07:08:51.126,ECHELLE,EMMI/2.3,PHOBOS
TIMMI.2003-07-16T09:52:24.823,IMAGE,TIMMI2,MARS
TIMMI.2003-07-16T10:02:18.465,,TIMMI2,MARS
TIMMI.2003-07-16T09:55:36.184,IMAGE,TIMMI2,MARS
TIMMI.2003-07-16T10:03:34.584,IMAGE,TIMMI2,MARS
